gene	maximum_effective_size	size
CCL4	1774	1795
RN7SL301P	298	298
CTB-91J4.1	470	61334
RP11-428O23.1	225	1320
TBC1D3B	2120	10954
AC131056.3	1059	13237
CCL3L1	1458	1890
CCL4L2	1258	1955
AC131056.5	247	1562
RP11-893G17.4	108	108
AC131056.6	106	106
TBC1D3I	1982	11098
CH17-260O16.1	1168	46357
TBC1D3G	2065	10876
TBC1D3H	2065	10893
RNU6-1192P	107	107
TBC1D3F	2117	10949
TBC1D3J	1426	7390
ZNHIT3	4420	12682
RNA5SP439	124	124
MYO19	5743	47800
PIGW	2816	4324
GGNBP2	3497	44937
CTB-75G16.1	864	864
DHRS11	4505	8926
MRM1	1839	7382
CTB-75G16.3	630	630
CTD-3194G12.1	376	376
CTD-3194G12.2	2335	3904
LHX1-DT	1462	74997
LHX1	3425	7828
RP11-445F12.2	544	3408
AATF	4050	107947
RP11-333J10.2	256	256
RP11-333J10.3	710	1437
MIR2909	69	69
CTC-268N12.3	411	8585
CTC-268N12.2	1067	7663
ACACA	10013	321845
RP11-19G24.1	814	814
HMGB1P24	685	857
RP11-19G24.2	524	524
C17orf78	1920	16724
RP11-378E13.3	735	1041
TADA2A	4236	72840
RP11-378E13.4	293	659
CTC-421K24.1	443	761
DUSP14	2207	23611
SYNRG	8141	94666
RP11-697E22.1	508	4103
DDX52	6383	33708
MIR378J	109	109
RP11-697E22.2	628	41306
RP11-697E22.3	607	1762
HNF1B	3481	58629
AC091199.1	478	3895
YWHAEP7	2455	56439
RNU6-489P	107	107
TBC1D3K	2116	10951
TBC1D3L	3505	10906
TBC1D3D	2116	10927
TBC1D3C	2105	10942
CH17-258A22.4	1300	46509
TBC1D3E	2082	10918
RNA5SP526	87	87
TBC1D3	2077	10897
NPEPPSP1	1643	61490
MRPL45	1554	26195
GPR179	9165	19386
SOCS7	8258	53750
ARHGAP23	5911	93106
AC124789.1	702	2051
SRCIN1	7065	75922
CTB-58E17.2	571	1653
EPOP	3255	3255
MIR4734	70	70
CTB-58E17.1	2296	2296
CTB-58E17.3	486	2782
MLLT6	7839	24523
CTB-58E17.9	563	4945
MIR4726	58	58
CTB-58E17.10	366	366
CISD3	2552	5265
RNA5SP440	119	119
PCGF2	3062	15920
CTB-58E17.5	2098	2098
PSMB3	762	11485
RNU6-866P	122	122
PIP4K2B	5383	34436
CWC25	3067	24915
MIR4727	55	55
C17orf98	617	6353
RPL23	3081	5905
SNORA21B	136	136
SNORA21	132	132
RPS20P35	357	357
LASP1	4023	51912
RP1-56K13.2	437	897
MIR6779	64	64
RP1-56K13.3	456	2969
LINC00672	3692	4217
FBXO47	2303	30972
RP1-56K13.6	302	302
RP1-56K13.5	636	9785
CTD-2206N4.5	209	3349
LINC02079	294	396
LRRC37A11P	3717	25929
CTD-2206N4.1	117	117
RDM1P5	2305	56172
PLXDC1	6230	91082
CTD-2206N4.6	1171	4967
ARL5C	2412	10591
RP5-906A24.1	2777	2777
RP5-906A24.2	573	4214
CACNB1	5308	24251
RPL19	2970	4558
STAC2	3430	15405
RP11-690G19.4	975	12353
FBXL20	10332	149861
CTB-131K11.1	860	4441
MED1	8137	46988
CDK12	8287	103422
RNU6-233P	141	141
RP11-390P24.1	645	645
NEUROD2	6242	6242
AC087491.2	907	3158
PPP1R1B	2879	9887
STARD3	3451	27112
TCAP	960	1206
PNMT	958	2495
PGAP3	3028	25676
ERBB2	4930	42513
MIR4728	67	67
MIEN1	1999	2037
GRB7	2233	9365
IKZF3	9788	106595
KRT8P34	1044	1044
AC079199.2	156	156
ZPBP2	2257	9695
GSDMB	4655	15260
ORMDL3	2230	6561
LRRC3C	1350	17268
RP11-387H17.4	632	11860
GSDMA	2135	24506
PSMD3	2888	17153
RP11-387H17.6	784	2480
CSF3	1673	2453
MED24	3896	42119
MIR6884	78	78
SNORD124	104	104
THRA	5204	35578
NR1D1	2630	7797
RP11-749I16.3	2228	2228
MSL1	5035	14947
CASC3	3890	31854
MIR6866	69	69
RAPGEFL1	4243	18647
MIR6867	67	67
WIPF2	7492	64833
CDC6	4564	16779
RARA	3275	48464
CTD-2267D19.8	669	979
RARA-AS1	1790	2270
CTD-2267D19.1	2491	2491
GJD3	4086	4086
CTD-2267D19.3	2094	4039
PPIAP54	487	487
RNA5SP441	88	88
CTD-2267D19.7	880	1173
TOP2A	5695	29372
RPL23AP75	451	451
IGFBP4	2205	14276
RP11-58O9.2	1736	1736
TNS4	4087	25796
RP5-1028K7.2	1016	10111
CCR7	2173	11704
RP5-1028K7.1	1473	1473
SMARCE1	8466	23693
RP5-1028K7.3	4942	37786
RP11-458J1.1	1419	1419
KRT222	2764	10517
KRT224P	656	2323
KRT24	1883	5762
KRT223P	1292	4698
KRT25	1669	7311
KRT26	1733	5925
KRT27	1628	5743
KRT28	1692	7764
RP11-605F20.1	265	5553
KRT10	2163	4498
TMEM99	2613	17165
RP5-1110E20.1	258	12483
KRT12	1880	5921
KRT20	1804	9354
AC004231.2	815	54497
KRT23	2209	14947
KRT39	1752	8532
KRT40	2102	9421
KRTAP3-3	735	735
KRTAP3-2	714	714
KRTAP3-4P	280	280
KRTAP3-1	656	10804
KRTAP1-5	1183	1183
KRTAP1-4	408	408
KRTAP1-3	991	991
KRTAP1-1	910	910
KRTAP2-1	776	776
KRTAP2-2	733	733
KRTAP2-3	875	875
KRTAP2-4	764	764
KRTAP2-5P	396	396
KRTAP4-7	992	992
CTD-2534H9.1	2105	2909
KRTAP4-8	1162	1162
KRTAP4-16	708	708
KRTAP4-9	1157	1157
KRTAP4-11	1193	1193
KRTAP4-12	1092	1092
KRTAP4-6	1055	1055
KRTAP4-5	902	902
KRTAP4-4	1100	1100
KRTAP4-3	991	991
KRTAP4-2	776	776
KRTAP4-1	812	812
KRTAP4-17P	193	193
KRTAP9-1	753	753
KRTAP9-12P	532	532
KRTAP9-2	1005	1005
KRTAP9-3	1006	1006
KRTAP9-8	1006	1006
KRTAP9-4	967	967
KRTAP9-9	981	981
KRTAP9-6	1303	1303
KRTAP9-11P	525	525
KRTAP9-7	1039	1039
KRTAP9-10P	207	207
KRTAP29-1	1026	1026
KRTAP16-1	1554	1554
KRTAP17-1	799	799
TBC1D3P7	914	6119
AC003958.6	421	1102
KRT33A	1303	4737
KRT33B	1616	6316
KRT34	1635	4638
KRT31	1615	3888
AC003958.2	3890	22634
KRT41P	1293	5264
KRT37	1743	4039
KRT38	2691	4830
KRT43P	910	5873
KRT32	2005	7874
RNU2-32P	191	191
KRT35	1778	4452
KRT36	1707	6411
KRT13	1835	4725
AC019349.5	476	1427
KRT15	3758	8785
MIR6510	54	54
KRT19	1390	4692
LINC00974	2141	4890
KRT9	2296	6224
KRT14	1636	4617
KRT16	1658	6122
KRT17	1834	5401
KRT42P	2895	13873
RP13-415G19.2	2466	2466
EIF1	2338	3784
GAST	465	3639
HAP1	5683	16903
RNA5SP442	107	107
RN7SL399P	279	279
JUP	3505	32328
P3H4	2791	10658
FKBP10	2826	10534
NT5C3B	1729	11204
KLHL10	2012	12700
RP11-156E6.1	2930	2930
KLHL11	7402	16906
ACLY	4318	63626
RP11-229E13.4	156	156
ODAD4	3146	35887
CNP	5172	10978
DNAJC7	4172	44956
NKIRAS2	4213	14263
ZNF385C	2596	72904
C17orf113	3733	12370
DHX58	2591	11311
KAT2A	3115	8257
CTD-2132N18.3	958	35243
HSPB9	549	549
RAB5C	1912	30067
RAB5C-AS1	425	1373
KCNH4	3788	24252
HCRT	577	1393
GHDC	2650	5734
STAT5B	5079	77531
RP11-358B23.6	1638	1638
RP11-358B23.5	496	1221
AC003104.1	1496	2167
RP11-358B23.7	819	3503
STAT5A	4301	24397
STAT3	5054	75217
CAVIN1	3570	20808
RNU7-97P	62	62
ATP6V0A1	4652	63739
MIR548AT	58	58
RP11-194N12.2	684	684
RP11-400F19.18	1736	1736
MIR5010	120	120
PTP4A2P1	478	478
NAGLU	2475	8209
RP11-400F19.8	594	25553
HSD17B1P1	955	1943
HSD17B1-AS1	2313	2313
HSD17B1	1274	2293
COASY	2479	4811
MLX	2586	6168
PSMC3IP	1408	5522
RP11-400F19.19	542	542
RETREG3	4149	31111
RP11-400F19.12	535	535
TUBG1	3572	5598
ATP5MGP7	310	310
HMGB3P27	561	561
TUBG2	1782	7723
PLEKHH3	4339	9081
CCR10	1942	5029
CTD-3193K9.4	542	2058
CNTNAP1	5537	17463
CTD-3193K9.3	719	16280
EZH1	4633	44775
MIR6780A	68	68
CTD-3193K9.1	345	345
CTD-3193K9.11	429	429
HMGN2P15	270	270
RAMP2-AS1	3118	7344
RAMP2	858	4595
VPS25	1088	6151
WNK4	4199	16457
COA3	1374	3558
CNTD1	3252	12788
BECN1	4865	23217
MIR6781	64	64
PSME3	3366	19376
AOC2	2677	6128
AOC3	4011	6947
AOC4P	2289	8448
LINC00671	1958	24035
RNU6-287P	98	98
G6PC1	4164	13642
ENSG10010134911.1	128	128
AARSD1	1320	13973
PTGES3L-AARSD1	2150	30003
PTGES3L	1781	12346
RUNDC1	3828	13126
RPL27	1872	4687
IFI35	1232	7717
VAT1	2699	10517
RND2	4162	6811
BRCA1	7270	125951
RPL21P4	479	479
NBR2	1895	28121
AC135721.3	63	63
CTD-3199J23.6	300	300
RP11-242D8.1	6025	22670
BRCA1P1	80	80
RP11-242D8.3	198	198
NBR1	4656	41209
TMEM106A	3266	8207
CCDC200	966	88457
RNU2-1	191	191
LINC00910	2890	50459
CTD-3014M21.1	1321	1321
RNU2-4P	192	192
RNU6-1137P	99	99
ARL4D	1578	2145
RNU6-470P	104	104
MIR2117HG	506	6494
MIR2117	80	80
RNU6-406P	107	107
RNU6-971P	106	106
AC087650.1	468	468
DHX8	6215	126474
ETV4	2335	51777
MEOX1	2674	21534
LINC02594	1476	27369
WHSC1L2P	2123	2123
SOST	2296	5054
DUSP3	4095	12853
CFAP97D1	3761	7186
RP5-905N1.2	494	1879
MPP3	2996	32372
CD300LG	2768	16492
MPP2	4938	34355
RP11-527L4.5	725	8569
FAM215A	792	792
RP11-527L4.9	2430	4614
RP11-527L4.6	521	5060
LINC01976	434	597
PPY	563	1673
PYY	1053	51732
NAGS	2114	4447
TMEM101	1830	12759
LSM12	2791	33292
G6PC3	3027	5610
HDAC5	5326	46957
RP11-546M21.6	359	4684
RNU6-131P	107	107
HROB	2725	20571
ASB16	2142	8638
ASB16-AS1	3206	10756
TMUB2	2418	4960
ATXN7L3	3951	8309
ATXN7L3-AS1	528	17684
UBTF	4997	16594
MIR6782	69	69
RP5-882C2.2	1796	2310
SHC1P2	1469	1469
SLC4A1	4954	19752
RP5-1067M6.6	4061	4815
RN7SL507P	296	296
RUNDC3A-AS1	5203	15742
RNU6-453P	85	85
RUNDC3A	3686	10258
SLC25A39	2217	5246
RP5-1067M6.3	337	2850
GRN	2130	7861
FAM171A2	3138	10639
RPL7L1P5	738	738
ITGA2B	3479	17470
GPATCH8	8109	108150
RN7SL258P	300	300
RP11-764D10.2	663	663
FZD2	3779	3779
RP11-1072C15.7	325	999
SMCO4P1	177	177
LINC01180	2025	3986
MEIOC	4610	33905
CCDC43	2114	16711
RP11-1072C15.4	2569	2569
RP11-1072C15.6	3483	3483
DBF4B	3015	43657
RN7SL819P	270	270
RP11-1072C15.1	838	838
ADAM11	4614	22859
CTC-296K1.3	562	1276
CTC-296K1.4	587	3037
GJC1	7692	32369
HIGD1B	650	4124
EFTUD2	4326	49498
RN7SL405P	289	289
CCDC103	3442	6249
FAM187A	3397	5679
GFAP	5501	13779
KIF18B	4217	23065
MIR6783	64	64
KIF18B-DT	1028	1028
NMT1	6456	151025
C1QL1	1527	8611
CTD-2534I21.9	259	259
DCAKD	2171	37770
PLCD3	6132	24396
MIR6784	67	67
ACBD4	2241	11582
AC142472.6	1741	1741
HEXIM1	3625	3625
AC002117.1	570	11111
HEXIM2	1528	9341
RP13-890H12.2	2053	2785
FMNL1-DT	2238	31292
FMNL1	4919	25876
CTD-2020K17.3	2003	3707
EFCAB15P	1086	5944
MAP3K14-AS1	2475	21909
SPATA32	1907	7702
MAP3K14	4583	53911
RNA5SP443	132	132
CTB-39G8.2	386	656
ARHGAP27	4754	40520
CTB-39G8.3	457	546
PLEKHM1	5240	54850
AC091132.1	769	11222
MIR4315-1	73	73
LRRC37A4P	5372	44797
RP11-798G7.8	2262	2262
RP11-798G7.5	547	748
RP11-798G7.6	630	17427
RP11-798G7.7	826	8958
RDM1P1	470	5361
DND1P1	1059	1059
RP11-707O23.6	536	1928
RP11-707O23.1	749	749
MAPK8IP1P2	1472	1472
RPS26P8	348	348
LINC02210	9678	34829
LINC02210-CRHR1	2695	215483
RP11-293E1.2	517	1275
RP11-293E1.1	560	1317
CRHR1	2621	51549
MAPT-AS1	3602	96291
SPPL2C	2187	2187
MAPT	6815	133808
MAPT-IT1	3016	3016
RP11-669E14.4	759	3110
STH	445	445
KANSL1	9095	195474
RP11-669E14.6	304	458
KANSL1-AS1	666	3148
MAPK8IP1P1	1439	1439
RP11-259G18.3	1056	1056
RP11-259G18.1	483	1658
ARL17B	5240	87014
LRRC37A	5177	45062
RN7SL656P	281	281
NSFP1	1471	114287
RDM1P2	470	5394
LRRC37A2	5669	44140
ARL17A	5242	62990
RN7SL199P	281	281
FAM215B	2183	3966
NSF	3983	166796
RPS7P11	586	586
WNT3	3287	70649
WNT9B	4972	53530
LINC01974	494	1771
GOSR2-DT	395	6265
RNU6ATAC3P	126	126
GOSR2	3932	52450
RP11-156P1.2	1564	126800
MIR5089	84	84
RPRML	1098	1098
LRRC37A17P	4693	76089
RP11-156P1.3	8712	117037
RN7SL270P	281	281
CDC27	5830	71720
RP5-867C24.1	803	803
RP5-867C24.4	1873	7326
RP5-867C24.5	673	1224
MYL4	920	23234
ITGB3	5941	59917
RP11-290H9.2	2785	90396
RNU7-186P	63	63
RP11-290H9.5	522	522
EFCAB13-DT	535	20154
EFCAB13	3957	118023
CTD-2026D20.2	513	14205
MRPL45P2	1765	41925
NPEPPS	5195	101724
KPNB1-DT	733	45561
KPNB1	6182	36030
RP11-138C9.1	267	267
TBKBP1	4121	17970
TBX21	2583	12887
OSBPL7	4497	14463
MRPL10	2013	8270
LRRC46	2239	6086
SCRN2	1779	3598
SP6	3824	10967
RP11-6N17.1	816	1849
RP11-6N17.2	2927	2927
SP2-DT	3939	4584
SP2	3026	32808
SP2-AS1	1738	44081
RP11-6N17.3	335	3425
PNPO	3657	7803
RP11-6N17.9	2655	36313
RP11-6N17.6	473	1474
PRR15L	1524	5917
CDK5RAP3	2759	13972
RP11-6N17.10	531	15799
COPZ2	914	11864
MIR152	87	87
NFE2L1-DT	2910	2933
NFE2L1	4839	13217
RP5-890E16.4	192	287
RP5-890E16.5	590	590
CBX1	2422	31427
RNU6-1201P	107	107
SNX11	2992	20245
SKAP1	1687	296834
MIR1203	85	85
SKAP1-AS1	687	18592
RNU6-1152P	107	107
THRA1/BTR	902	14428
RP11-433M22.1	333	3109
RP11-433M22.2	701	5671
HOXB1	2034	2486
HOXB2	1682	4216
HOXB-AS1	806	7700
HOXB3	4208	56043
HOXB-AS3	743	56785
HOXB-AS2	845	3072
HOXB4	2002	2844
RP11-357H14.16	2630	2630
MIR10A	110	110
HOXB5	1859	2523
HOXB6	1960	9242
HOXB7	1363	26341
HOXB8	2176	3916
HOXB9	2586	5203
HOXB-AS4	566	6258
MIR196A1	70	70
RP11-357H14.17	1270	11101
LINC02086	2091	60424
CTD-2377D24.2	144	144
RPL9P28	579	579
COX6B1P2	230	230
PRAC1	382	800
PRAC2	560	1574
ENSG10010138771.1	127	127
ENSG10010135762.1	81	81
MIR3185	68	68
HOXB13	3039	3988
CTD-2377D24.4	532	798
TTLL6	4440	54996
RN7SL125P	294	294
CALCOCO2	3635	35505
SUMO2P17	738	34124
ENSG10010138605.1	128	128
RP11-463M16.5	195	195
ATP5MC1	2214	3107
RP11-501C14.9	301	618
UBE2Z	4250	20650
SNF8	2044	15527
AC091133.1	483	5310
RNU1-42P	160	160
ENSG10010137419.1	104	104
GIP	716	10043
RP11-501C14.5	428	2227
IGF2BP1	8796	58761
RP11-501C14.6	432	8995
RNU6-826P	104	104
RP11-501C14.7	308	308
B4GALNT2P1	307	1192
B4GALNT2	8657	44381
RP11-708H21.1	468	773
GNGT2	993	7784
ABI3	1718	12815
PHOSPHO1	2173	7422
FLJ40194	2317	87159
MIR6129	109	109
ZNF652	11628	73268
RP11-1079K10.3	2105	8849
RP11-81K2.1	382	106249
RP11-1079K10.2	245	4715
RP11-1079K10.1	372	372
PHB	4017	10850
RP11-1079K10.4	963	1117
EIF4EP2	654	654
LINC02075	1754	3889
RP11-81K2.2	3578	3578
NGFR	3408	19716
RP5-1029K10.2	1221	68408
MIR6165	84	84
RP5-1029K10.4	699	33175
NXPH3	5635	7957
SPOP	2985	79280
SLC35B1	2487	8081
RP11-613C6.2	575	11727
FAM117A	2329	78849
KAT7	9514	46379
SRP14P3	327	327
RP11-304F15.7	416	2216
TAC4	675	9709
RP11-304F15.3	2100	2928
RP11-304F15.4	1816	13296
RP11-304F15.6	395	18516
RP11-304F15.5	698	698
RNU6-1313P	102	102
DLX4	2018	5990
DLX3	2602	5220
RP11-1094H24.3	586	19956
PICART1	2533	5391
ITGA3	5479	34514
RP5-875H18.9	583	583
PDK2	3364	17416
RP5-875H18.10	440	440
RP5-875H18.4	430	1217
SAMD14	4763	20121
PPP1R9B	4212	16941
AC002401.1	468	10591
RP11-893F2.13	547	2944
RP11-893F2.14	1794	1794
SGCA	1922	11715
H1-9P	1219	9751
COL1A1	5914	17532
RP11-893F2.5	1840	16047
RP11-893F2.15	578	2425
SUMO2P7	285	285
TMEM92	2767	10080
TMEM92-AS1	750	6279
XYLT2	3507	17013
RP11-893F2.18	2266	2266
MRPL27	2441	5351
EME1	2354	8264
LRRC59	2880	22465
RP1-117B12.4	715	1451
ACSF2	2251	48688
MRPS21P9	257	547
CHAD	1739	4411
RP11-94C24.13	2573	2573
RSAD1	2467	7115
RP11-94C24.6	349	4917
MYCBPAP	3189	23118
RP11-94C24.8	1244	13242
EPN3	3879	11069
SPATA20	3539	12795
CACNA1G-AS1	1433	5902
CACNA1G	8602	66760
RP11-94C24.11	156	581
CTB-22K21.2	510	4909
ABCC3	5693	57477
ANKRD40	4166	14717
RP11-294J22.6	670	2002
LUC7L3	6987	36655
RP11-294J22.7	2151	2151
ANKRD40CL	2763	6529
MIR8059	81	81
RP11-294J22.8	1893	11188
RP11-294J22.5	286	286
WFIKKN2	3417	7704
RP11-506D12.5	457	1570
RPL5P33	905	1321
TOB1	2238	5756
TOB1-AS1	2403	44096
RP11-700H6.4	492	596
RP11-700H6.1	2054	9725
RP11-700H6.2	789	4647
SPAG9	8276	158695
RP11-481C4.1	332	42948
NME1	1645	8870
NME1-NME2	1193	18155
NME2	866	6310
MBTD1	5365	82739
RP11-481C4.2	3213	3213
RP11-421E14.2	2170	2170
UTP18	1876	37391
LINC02071	1723	22557
RP11-1018N14.3	650	1412
RP11-1018N14.4	585	980
LINC02073	3991	184756
RPL7P48	746	746
CA10	3179	529705
CTB-43I4.1	2138	2138
LINC01982	308	145187
LINC02089	682	37468
LINC02876	835	2140
MTCO1P40	625	625
RP11-213B3.1	1446	1088875
RP11-146P2.1	708	708
CTD-2535P7.1	1183	1699
CTD-2535P7.2	768	1166
RP11-312B18.1	482	482
RPS2P48	882	882
KIF2B	2267	2267
RP11-618P13.1	2389	2389
ISCA1P3	373	373
RP11-581B19.1	771	61172
RP11-372K20.1	495	495
ARL2BPP8	485	485
RN7SKP14	329	329
TOM1L1	2442	62570
COX11	3244	16802
RP11-257O5.2	1667	1667
RP11-257O5.4	206	206
STXBP4	15590	204906
HLF	5721	60228
RP11-515O17.2	1740	2150
RP11-515O17.3	1763	2035
MMD	2641	29303
SMIM36	2789	63012
CTD-2033D24.2	669	34614
GARS1P1	719	719
RNU6-1249P	111	111
TMEM100	1962	12495
PCTP	3932	91780
RP11-763E3.1	585	30263
ANKFN1	9314	634716
RP11-502F1.2	153	153
RP11-502F1.1	2506	2506
RPL39P33	156	156
NOG	1913	1913
C17orf67	2037	46861
RP11-347L15.1	429	429
DGKE	8608	35461
TRIM25	5745	77694
RNU6-1158P	107	107
RP11-670E13.3	181	181
RP11-670E13.5	538	2962
MIR3614	86	86
RP11-670E13.6	348	348
COIL	2634	22852
RP5-1107A17.3	549	1344
RP5-1107A17.2	410	741
SCPEP1	1921	28640
RP5-1107A17.4	2356	2356
RNF126P1	1320	1320
AKAP1-DT	968	13211
AKAP1	4285	36255
RP11-166P13.4	4281	4281
CTB-123J14.1	730	17220
RP11-426D19.2	1017	2620
MSI2	7612	428839
RP11-426D19.1	2098	2098
RP11-226M10.3	2074	2074
RP11-118E18.2	563	1350
RP11-118E18.1	587	587
RP11-118E18.4	1412	7557
RN7SL449P	286	286
RNU7-134P	64	64
CCDC182	805	805
RP11-60A24.3	505	62804
RN7SKP94	284	284
MRPS23	5609	15276
CUEDC1	3710	94170
RP11-343K8.3	335	10249
RP11-159D12.11	179	179
VEZF1	4630	16713
RP11-159D12.3	581	581
RP11-159D12.5	2270	18209
RP11-159D12.2	4722	5812
SRSF1	5343	6428
RP11-159D12.6	1514	1514
RP11-159D12.12	3048	9951
DYNLL2-DT	6113	6314
DYNLL2	6807	12124
RP11-159D12.8	5808	5808
OR4D1	5127	11202
MSX2P1	773	773
OR4D2	2011	4430
EPX	2719	12449
RP11-506H21.5	652	652
MKS1	4123	14165
LPO	3371	49971
RP11-506H21.6	1505	14105
RP5-1171I10.9	5569	6222
MPO	3216	11081
TSPOAP1	7698	27568
TSPOAP1-AS1	2337	91295
RP5-1171I10.5	1625	1625
MIR142	87	87
MIR4736	47	47
SUPT4H1	1643	7919
RP5-1171I10.8	5828	72390
RNF43	5575	63920
HSF5	4118	68242
SETP3	813	813
MTMR4	5987	28377
SEPTIN4-AS1	1627	37963
SEPTIN4	3544	24119
TEX14	4927	135378
IGBP1P2	1486	31595
RNU1-108P	161	161
CTD-2200P10.3	177	177
RNU1-52P	164	164
RNVU1-34	164	164
RAD51C	2562	43039
RP11-579A4.1	286	286
PPM1E	6560	229326
RNU6-518P	96	96
RP11-579O24.1	383	1917
RP11-579O24.3	776	776
TRIM37	4489	124284
RN7SL716P	268	268
AC099850.1	1338	11670
SKA2	2809	45404
RNU2-58P	183	183
MIR454	115	115
MIR301A	86	86
PRR11	6226	50978
SPDYE22P	798	6805
CTD-2510F5.6	557	17661
CTD-2510F5.4	321	1153
SMG8	3477	5840
GDPD1	3241	55504
SNRPGP17	214	214
YPEL2	5264	70075
RP11-567L7.3	614	614
MIR4729	72	72
RP11-567L7.5	215	2816
LINC01476	4151	104859
RNU4-13P	141	141
DHX40	3575	42788
RP11-758H9.2	1162	1162
CLTC	8587	77268
PTRH2	4114	32991
VMP1	4325	135064
RP11-619I22.1	223	223
MIR21	72	72
RNU6-450P	107	107
TUBD1	2491	33467
NDUFB8P2	538	538
RPS6KB1	5479	57529
RPS29P21	170	170
RP11-178C3.1	481	32194
RNFT1	2122	12522
TBC1D3P1-DHX40P1	1841	56613
RNFT1-DT	1603	32141
DHX40P1	1412	26376
TBC1D3P1	1693	9062
RP11-178C3.9	401	858
RP11-178C3.7	421	1365
RP11-178C3.8	416	4888
HEATR6	6108	37915
MIR4737	81	81
RP11-178C3.6	1447	1779
HEATR6-DT	699	9387
WFDC21P	630	8320
CTD-2319I12.10	1161	1161
CTD-2319I12.3	569	6895
CTD-2319I12.4	1850	13102
CTD-2319I12.9	421	1365
CTD-2319I12.11	1233	1233
CTD-2319I12.5	542	4320
CA4	1123	20958
USP32	6937	245144
SCARNA20	131	131
RPL32P32	360	360
SEPTIN7P12	618	1692
H3P42	382	382
C17orf64	975	38998
RPL12P38	2319	2319
APPBP2	6492	83085
RP11-15E18.5	361	361
RP11-15E18.1	932	24506
RP11-15E18.3	152	152
LINC01999	646	22077
RPSAP66	606	932
PPM1D	4768	66098
RNU6-623P	105	105
BCAS3	4556	715386
RN7SL606P	293	293
AC111155.1	318	318
KRT18P61	1298	1298
HMGN1P28	364	364
RN7SL448P	295	295
RP11-264B14.1	429	35487
RP11-264B14.2	247	501
RPL23AP74	471	471
RP11-136H19.1	4221	16875
RP11-332H18.7	393	393
RP11-332H18.5	470	38576
RP11-332H18.3	716	1896
TBX2-AS1	861	18100
TBX2	5218	9624
LINC02875	1530	1530
TBX4	3394	32707
RP11-15K2.2	552	3161
NACA2	799	799
BRIP1	11649	184421
INTS2	6226	62650
MED13	10461	122674
RP11-342K2.1	3819	3819
RN7SL800P	280	280
RP11-342K2.2	1426	4409
POLRMTP1	3668	3668
RPL36AP47	843	15684
RP11-51L5.4	216	1303
TBC1D3P2	2088	10951
RP11-51L5.5	1500	14325
RP11-51L5.1	306	306
EFCAB3	1849	72540
RP11-51L5.2	348	348
RNU7-52P	63	63
RPS23P7	444	746
METTL2A	5799	29511
TLK2	6560	156824
RP11-464D20.2	447	447
RP11-464D20.6	1707	2396
CTD-3035K23.6	423	423
CTD-3035K23.7	1154	1154
MRC2	5719	65928
CTD-3035K23.3	1952	1952
RNU6-446P	106	106
RP11-156L14.1	3145	55730
MARCHF10	3338	107031
RP11-156L14.2	1390	2657
MARCHF10-DT	1811	27872
PRELID3BP3	545	545
RP11-180P8.1	2080	58529
MIR633	98	98
TRMT112P3	358	358
RP11-180P8.4	348	348
RP11-180P8.5	481	481
TANC2	11721	418144
RP11-556O9.4	1036	1036
RP11-556O9.2	478	13929
DNAJB6P8	652	652
AC037445.1	491	145124
RP11-269G24.2	562	8260
RP11-269G24.8	556	556
AC015923.1	524	33200
RP11-269G24.3	591	39899
RP11-269G24.7	232	232
RP11-269G24.4	552	1744
CYB561	3200	14051
RP11-269G24.6	355	825
PPIAP55	490	490
ACE	5120	21320
CTD-2501B8.1	4862	37026
ACE3P	1973	12751
KCNH6	3821	25644
DCAF7	6324	43803
RNU6-288P	104	104
TACO1	2304	7484
RP11-51F16.9	413	413
MAP3K3	4818	73891
EEF1DP7	513	513
STRADA	3685	59651
LIMD2	3192	5285
RP11-51F16.1	1824	1824
RP11-51F16.8	2128	49253
CCDC47	3283	31097
DDX42	4337	45715
FTSJ3	3551	10580
PSMC5	2586	4875
SMARCD2	2464	10985
TCAM1P	3317	15088
CSH2	1660	1755
GH2	1138	1730
RP11-630H24.3	409	602
CSH1	1586	1753
RP11-630H24.4	237	237
CSHL1	1602	9242
GH1	830	1640
CTC-264K15.5	1038	14183
CD79B	1254	3597
SCN4A	7805	34365
CTC-264K15.6	502	16503
PRR29-AS1	2926	4482
PRR29	3128	5955
ICAM2	1334	18041
ERN1	9028	91740
RP11-214C8.6	1434	2652
SNHG25	278	507
SNORD104	70	70
ENSG10010139459.1	135	135
SNORA50C	133	133
TEX2	5244	116034
RPL31P57	375	375
PECAM1	6813	94362
ENSG00000265031	102	102
MILR1	1448	19607
POLG2	3559	19270
ATP5MFP4	267	267
DDX5	5782	9946
MIR3064	66	66
MIR5047	100	100
CEP95	3641	35597
SMURF2	6240	120026
RP11-87N3.6	253	253
MICOS10P2	229	229
ARHGAP27P1-BPTFP1-KPNA2P3	2732	32045
KPNA2P3	848	8686
RP13-104F24.3	892	892
BPTFP1	492	799
RP11-927P21.4	96	96
PLEKHM1P1	5014	57896
MIR6080	66	66
MIR4315-2	73	73
RNU7-115P	55	55
RP11-927P21.7	343	343
LRRC37A3	6038	65351
RN7SL404P	281	281
RP11-927P21.8	91	91
RP11-927P21.9	118	118
RP11-927P21.1	631	17452
RP11-927P21.2	560	951
RDM1P4	136	136
RP11-583F2.1	599	6570
RP11-927P21.6	257	3745
RP11-583F2.7	625	13576
RP11-927P21.11	112	112
RP11-583F2.2	2474	7793
RP11-583F2.6	112	112
