gene	maximum_effective_size	size
MSRB2	1730	26435
MSRB3	4571	212788
MSTO1	2490	4747
MT-ATP6	681	681
MT-CO1	1542	1542
MT-CO3	784	784
MT-CYB	1141	1141
MT-ND1	956	956
MT-ND2	1042	1042
MT-ND3	346	346
MT-ND4	1378	1378
MT-ND4L	297	297
MT-ND5	1812	1812
MT-ND6	525	525
MT-RNR1	954	954
MT-RNR2	1559	1559
MT-TC	66	66
MT-TN	73	73
MT-TS1	69	69
MT1E	746	1638
MT2A	903	914
MTA1	2888	50910
MTAP	7557	135016
MTARC1	7287	32747
MTCH1	2006	18158
MTCH2	2522	25293
MTCO1P12	1543	1543
MTCO1P40	625	625
MTDH	7662	86077
MTERF3	1529	22213
MTERF4	4529	30164
MTFP1	1133	3432
MTFR1L	3262	14303
MTG1	3424	28427
MTG2	3747	20541
MTHFD1	6814	75427
MTHFD1L	3475	236209
MTHFD2	6506	31394
MTHFS	2301	63795
MTIF2	2536	32753
MTIF3	1104	14949
MTLN	2051	33892
MTMR1	4536	72138
MTMR12	5116	85994
MTMR14	2966	52961
MTMR2	7939	103550
MTMR3	8987	147700
MTMR4	5987	28377
MTMR6	5117	41267
MTND1P23	372	372
MTND2P28	1044	1044
MTO1	10698	47659
MTOR	8721	156017
MTPAP	5560	64648
MTPN	3782	50600
MTREX	3961	117591
MTX1	2579	5130
MTX2	1592	68631
MUC20-OT1	4208	81903
MUL1	2428	8704
MUS81	3420	10528
MUTYH	2528	11731
MVB12A	1250	28003
MXD3	2279	11297
MXI1	3470	79761
MYADM	3186	11673
MYBBP1A	4558	16490
MYBL2	2704	49477
MYBPC1	4082	117676
MYC	3721	7518
MYDGF	990	28989
MYEF2	10137	43722
MYG1	1369	7483
MYH9	7451	106688
MYL12A	1004	8756
MYL12B	1249	16983
MYL6	1564	5151
MYL6B	1305	7392
MYLK	10113	274284
MYNN	4969	16321
MYO19	5743	47800
MYO1B	5069	180205
MYO1C	4931	28501
MYO5B	9583	372359
MYO6	8692	170346
MYO9A	12478	296287
MZT1	2231	19263
MZT2A	2826	27844
MZT2B	769	8993
N4BP1	7077	81423
N4BP2L1	2999	27589
N4BP2L2	9427	106469
NAA10	1603	5856
NAA15	6174	118529
NAA20	1604	16346
NAA25	5815	82108
NAA35	5813	84317
NAA38	999	28554
NAA40	4707	18361
NAA50	6112	29843
NAA60	3899	43305
NAA80	1820	3015
NAAA	1859	27354
NAALADL2	9807	1371976
NABP2	1775	7840
NACA	6387	19324
NACC1	4524	24286
NADK	3653	29226
NADK2	4011	49691
NADSYN1	3616	70999
NAE1	1909	70382
NAF1	2329	56818
NAGA	3696	12509
NAIP	7093	57174
NALT1	738	3682
NAMPT	7554	37669
NANS	3027	26346
NAP1L1	13159	48151
NAP1L1P3	880	880
NAP1L4	2479	47947
NAPA	3898	27455
NAPRT	1877	3865
NARF	3814	32358
NARF-AS2	920	4382
NARS1	2762	21558
NARS2	2512	138907
NASP	3659	35059
NAT10	3973	42054
NAT14	1350	2381
NAXD	2692	24452
NAXE	6541	17752
NBAS	7278	394421
NBDY	2344	89939
NBN	4907	69898
NBPF1	5932	51244
NBPF10	13030	164290
NBPF9	5835	49535
NBR1	4656	41209
NCAPD2	4825	38600
NCAPD3	7369	75342
NCAPG	4587	33887
NCAPG2	5253	73636
NCAPH	6030	41326
NCAPH2	3337	16557
NCBP1	4983	40081
NCBP2	4161	7193
NCBP2AS2	870	870
NCDN	3698	9802
NCK1	4451	89399
NCK2	2666	149363
NCKAP1	20332	129744
NCKIPSD	2977	12521
NCL	4237	30111
NCLN	3680	24013
NCOA2	8430	294027
NCOA4	3489	25536
NCOA5	3224	28972
NCOR1	10705	189029
NCOR2	8533	243175
NCSTN	3031	15637
NDC1	4552	72986
NDC80	2126	45079
NDEL1	3927	77281
NDFIP1	4164	45662
NDN	1906	1906
NDOR1	4817	13677
NDRG1	3983	64848
NDRG2	2978	54110
NDRG3	2978	94325
NDST1	8011	72394
NDST2	3758	9888
NDUFA1	421	4831
NDUFA10	8033	133294
NDUFA11	2406	12731
NDUFA12	2707	108452
NDUFA13	1166	13319
NDUFA2	721	9032
NDUFA4	2035	8211
NDUFA4P1	246	246
NDUFA5	6443	20908
NDUFA6	1183	5359
NDUFA7	580	12608
NDUFA8	804	15722
NDUFA9	8356	45223
NDUFAB1	885	15303
NDUFAF2	4520	209355
NDUFAF3	902	3037
NDUFAF4	2407	8577
NDUFAF6	2549	220689
NDUFAF7	2974	21773
NDUFAF8	741	2006
NDUFB1	1333	5796
NDUFB10	958	2438
NDUFB11	948	2823
NDUFB1P1	180	180
NDUFB2	1666	32014
NDUFB3	1548	14318
NDUFB4	1426	6180
NDUFB5	4199	22958
NDUFB6	1361	20184
NDUFB7	535	5989
NDUFB8	829	6261
NDUFB9	4555	41548
NDUFC1	2282	35672
NDUFC2	2168	11566
NDUFS1	11660	44693
NDUFS3	3333	19227
NDUFS4	833	122706
NDUFS5	544	8319
NDUFS6	550	14642
NDUFS7	3743	12063
NDUFS8	3072	6028
NDUFV1	2528	6902
NDUFV2	942	31716
NDUFV3	5725	33661
NEAT1	22743	22767
NECAB3	2142	17377
NECAP1	5166	20943
NECAP2	4619	19358
NECTIN2	2690	43049
NEDD4L	8633	357315
NEDD8	2300	15511
NEDD9	4934	199051
NEIL2	2699	17707
NEIL3	2363	53063
NEK1	6096	219819
NEK2	2134	16974
NEK4	6053	62503
NEK6	3619	95702
NEK7	4114	165427
NELFA	2495	59187
NELFB	2540	18216
NELFCD	3581	13926
NELFE	1855	6952
NEMF	5819	70739
NEMP1	5617	32421
NENF	916	13460
NEPRO	4820	17418
NET1	3989	46500
NETO1	6721	125833
NETO1-DT	2957	13012
NETO2	7429	66243
NEU1	4616	5247
NF1	12373	287190
NF2	5995	95043
NFATC2IP	4569	16291
NFE2L1	4839	13217
NFE2L2	2749	165103
NFIA	44880	597530
NFIB	8576	317141
NFIX	6019	103322
NFKB2	3411	8415
NFKBIA	1559	3237
NFS1	3008	31304
NFU1	1058	41516
NFX1	4599	80646
NFYA	6209	29430
NFYB	3508	21156
NFYC	2363	79956
NGEF	3184	134556
NGLY1	3196	71096
NGRN	2784	10120
NHLRC1	2238	2238
NHP2	780	4432
NIBAN2	3942	73651
NICN1	3227	6994
NIF3L1	1821	14612
NIFK	1686	9967
NIN	10334	111400
NINJ1	2026	12756
NIP7	3936	5111
NIPA1	7613	56727
NIPA2	4288	30719
NIPAL3	5481	57175
NIPBL	10425	189645
NIPSNAP1	2013	26520
NIPSNAP2	4255	48389
NISCH	5350	37951
NIT2	7233	26897
NKAP	5942	23080
NKAPD1	3739	11065
NKX2-2	2123	3048
NKX3-1	3278	4242
NLE1	5286	13575
NLK	3526	154645
NMD3	3061	148837
NME1	1645	8870
NME2	866	6310
NME2P1	414	414
NME3	1014	1242
NME4	1861	13643
NME6	4776	10964
NMNAT2	5448	170144
NMRAL1	1719	34073
NMT2	5003	66110
NMU	816	41470
NNT	6483	104714
NOA1	2218	14257
NOB1	1716	13056
NOC2L	4201	15107
NOC3L	3455	29734
NOC4L	1650	8017
NOL10	3498	119234
NOL11	2844	26601
NOL3	1592	5582
NOL6	4834	12578
NOL7	1683	17405
NOL8	4598	28279
NOL9	6627	33167
NOLC1	3967	11696
NOMO2	4352	144887
NONO	4895	46709
NOP10	507	1418
NOP16	1161	4990
NOP2	3038	11829
NOP53	4185	11513
NOP56	2980	5801
NOP58	1994	37926
NOP9	6045	9275
NORAD	5401	5401
NOSIP	2615	34795
NOTCH2NLA	1954	82824
NOTCH3	8680	41958
NPC1	4760	80323
NPC2	1436	17986
NPDC1	2187	6717
NPEPL1	4684	30108
NPEPPS	5195	101724
NPHP3	5348	41824
NPIPB8	2058	21091
NPLOC4	5538	91579
NPM1	3605	24695
NPM1P24	894	894
NPM1P27	830	830
NPM1P46	865	1192
NPM1P6	871	871
NPM3	877	2089
NPNT	4561	109253
NPR3	7457	102655
NPRL2	3113	3497
NPRL3	3128	54407
NPTN	2817	74121
NPW	751	10830
NPY	705	7675
NR1D1	2630	7797
NR1D2	5231	35332
NR1H2	3592	53736
NR2C1	4058	53400
NR2C2AP	1565	2006
NR2F2	5287	14326
NR2F6	2383	14037
NR4A1	4837	36676
NRARP	2641	2641
NRAS	4326	12303
NRBP1	2887	14470
NRCAM	6701	309095
NRDC	3895	89747
NREP	3564	334844
NRP1	5882	158771
NSA2	4337	13123
NSD2	8568	110815
NSDHL	1833	38763
NSF	3983	166796
NSFL1C	3799	31681
NSL1	13115	65630
NSMAF	3764	76346
NSMCE1	1853	43779
NSMCE2	1188	275442
NSMCE4A	2399	18127
NSMF	3649	11765
NSRP1	2506	70955
NSUN2	3558	34053
NSUN5	2336	6311
NT5C	1315	1533
NT5C2	4917	190421
NT5C3B	1729	11204
NT5DC1	6919	148647
NT5DC2	2047	10670
NTMT1	1562	27252
NTPCR	8705	33278
NUB1	3210	36678
NUBP2	2235	6255
NUBPL	5032	371269
NUCB1	2406	23061
NUCB2	3262	141828
NUCKS1	6399	37361
NUDC	1792	46634
NUDCD1	7340	93203
NUDCD2	7967	13577
NUDCD3	8036	111540
NUDT14	1042	8386
NUDT15	1938	9496
NUDT16	6108	7160
NUDT16L1	2040	2166
NUDT19	3103	21972
NUDT19-DT	568	4662
NUDT2	1002	14206
NUDT21	4393	23067
NUDT22	2055	4746
NUDT3	9900	112991
NUDT4	9753	30264
NUDT4B	3642	3642
NUDT5	3195	30815
NUDT6	5306	34272
NUDT8	1465	2000
NUDT9	2820	36883
NUF2	1964	89189
NUFIP1	3480	50223
NUFIP2	10877	38310
NUMA1	7227	77830
NUMB	5172	183511
NUP107	6213	58859
NUP133	5208	68083
NUP155	8068	82970
NUP160	5376	70469
NUP188	5689	59398
NUP205	6264	90841
NUP210	7206	104088
NUP35	2828	44168
NUP37	2362	47018
NUP42	2529	19171
NUP43	3831	25351
NUP50	5151	24093
NUP54	2249	33786
NUP58	6360	48245
NUP62	3590	22939
NUP85	2233	30100
NUP93	8257	120169
NUPR1	5291	6301
NUPR2	620	1737
NUS1	4796	35259
NUSAP1	3158	60257
NUTF2	2608	25645
NUTM2A-AS1	6174	140966
NUTM2B-AS1	7611	165201
NVL	3003	102856
NXF1	4128	14180
NXN	3045	180467
NXT1	1062	3981
OAF	2262	19303
OARD1	3330	64161
OAS3	9696	38410
OAT	2039	21674
OAZ1	2832	3982
OAZ2	7102	15709
OAZ3	3789	8436
OBSL1	6105	21132
OCEL1	1485	3007
OCIAD1	1958	56606
OCIAD2	1886	21919
OCLN	6438	65813
OCRL	5173	52713
ODC1	2476	8360
ODF2	3899	46107
ODF2L	7560	49519
OGA	5174	34023
OGDH	4193	102495
OGDHL	3706	27739
OGFOD1	4587	27584
OGFOD3	4249	29428
OGFR	4506	9166
OIP5-AS1	8829	25748
OLA1	4251	176153
OLA1P1	1189	1189
OLFM1	2782	45759
OLFM2	2124	82798
OLMALINC	7587	80945
OMA1	2105	131419
OPA1	6429	104668
OPLAH	4020	12700
OPN3	2628	87275
OR2A1-AS1	819	55787
ORAI1	2138	16128
ORC2	4288	54704
ORC3	2501	77387
ORC4	6710	91209
ORC5	2043	81707
ORC6	1833	8752
ORMDL1	2692	14098
ORMDL2	2019	3839
ORMDL3	2230	6561
OS9	3870	27603
OSBPL10	7723	419669
OSBPL11	4598	66640
OSBPL2	4670	64292
OSER1	2109	14833
OSGIN2	4230	26040
OST4	559	1183
OSTC	1062	17236
OSTF1	1348	58752
OSTM1	4471	124446
OTUB1	2493	15959
OTUD1	3303	3303
OTUD4	7741	69752
OTUD6B-AS1	5405	11266
OVCA2	1031	1404
OVOL1	2988	10152
OVOL2	1583	102210
OXA1L	2806	6521
OXCT1	3294	140361
OXLD1	1600	1600
OXNAD1	3983	85140
OXR1	4691	482551
OXSM	1506	11618
OXSR1	4517	90396
P2RX4	4658	24246
P2RX5	2060	24042
P2RY1	6309	6309
P3H2	3477	165710
P3H3	3226	11441
P3H4	2791	10658
P4HA1	2844	89758
P4HB	8201	17698
P4HTM	5285	17265
PA2G4	2386	9374
PAAF1	4954	54416
PABIR2	4377	27667
PABPC1	3429	36994
PABPC4	7336	16082
PABPN1	2768	4707
PACS1	4571	174473
PACSIN1	4299	69169
PACSIN2	3251	179738
PAFAH1B1	8092	92406
PAFAH1B2	4175	32611
PAFAH1B3	1098	6514
PAGR1	3874	6338
PAIP1	2780	31492
PAIP2	2297	28134
PAIP2B	6300	44366
PAK1	3459	152619
PAK2	6139	92791
PAK4	5735	57047
PALM	2891	39395
PAM	3993	275750
PAM16	806	24059
PAN2	5301	17831
PANK3	10274	30874
PAPLN	5889	37144
PAPOLA	4515	65684
PAQR3	9811	52312
PARD6A	1281	1829
PARG	4294	151925
PARK7	1127	31215
PARL	1545	55663
PARP1	6210	47945
PARP16	2734	66159
PARP2	1980	14290
PARP8	7475	180621
PARVA	8627	157794
PARVB	5394	173729
PATL1	4129	32322
PATZ1	3895	20543
PAWR	8991	115986
PAXBP1	3892	37894
PAXIP1	5515	59438
PAXIP1-AS2	6706	23729
PAXX	1077	1563
PBK	1836	28459
PBLD	2588	50390
PBRM1	7523	140566
PBX1	11321	343713
PBX2	3229	5470
PBX3	2902	220033
PBXIP1	3207	12048
PCAT1	1992	862728
PCAT14	3935	10917
PCAT19	3477	51704
PCBD1	787	6286
PCBD2	5621	102840
PCBP1	1727	1727
PCBP2	3159	29061
PCBP4	2599	16563
PCCA	2484	441423
PCCA-DT	1380	35877
PCCB	6090	87557
PCDHB10	3295	3295
PCDHB5	3410	3410
PCED1A	1979	5877
PCGF3	5685	64893
PCID2	4202	31180
PCIF1	2689	13341
PCLAF	2132	23384
PCM1	6820	105136
PCMT1	1938	61978
PCMTD1	4252	81612
PCNA	1359	11674
PCNP	2285	20286
PCNT	10526	121629
PCNX1	12865	207978
PCNX2	7530	312291
PCNX3	7102	21664
PCNX4	18069	77223
PCP4	706	61960
PCSK7	9347	28189
PCTP	3932	91780
PCYOX1L	4887	11617
PDAP1	2604	16550
PDCD2	3355	9398
PDCD2L	1227	21770
PDCD4	3697	28212
PDCD5	1799	6264
PDCD6	3763	43354
PDCD6IP	6049	71137
PDCD7	2823	16430
PDCL	3017	30200
PDCL3	1038	13747
PDE1B	4734	29639
PDE3B	5995	228241
PDE9A	3412	121889
PDHA1	3484	17826
PDHB	4459	6228
PDHX	2659	104763
PDIA3	3680	26869
PDIA3P1	2212	6879
PDIA4	2921	25601
PDIA5	2232	158203
PDIA6	2682	54587
PDK1	14072	53297
PDK2	3364	17416
PDLIM3	5137	34848
PDLIM5	6219	216371
PDP1	4358	68262
PDRG1	1957	7710
PDS5A	7131	155094
PDXDC1	4828	164749
PDXK	7341	43214
PDXP	2012	8210
PDZD11	991	3920
PDZD7	4306	24617
PDZRN3	4251	242511
PEA15	2694	9997
PEBP1	1431	9461
PECR	1867	86627
PEF1	1614	15031
PEG10	6618	13371
PELI2	5871	183711
PELI3	2783	11011
PELO	4371	16129
PEMT	1050	86146
PEPD	1929	134842
PER1	4676	16035
PERP	4198	18915
PES1	2760	30459
PET100	1815	2164
PEX10	2905	9834
PEX11A	2708	13020
PEX11B	1632	7368
PEX11G	1345	20575
PEX13	4472	34766
PEX16	1668	9150
PEX19	3653	9542
PEX2	4169	20787
PEX26	18626	27474
PEX3	2750	39812
PEX6	3444	15317
PEX7	1711	91371
PFAS	5369	22874
PFDN1	1336	58079
PFDN2	598	17500
PFDN4	1230	19966
PFDN5	2565	4162
PFKFB3	4524	109711
PFKFB4	3499	44332
PFKL	6007	27326
PFKM	3579	41266
PFKP	3265	71386
PFN1	1173	3410
PFN2	2325	85885
PGAM1	1802	7254
PGAM4	1690	1690
PGAM5	2811	11916
PGAP2	1963	28648
PGAP3	3028	25676
PGAP6	3672	16326
PGD	2268	21920
PGK1	4812	218557
PGLS	1601	9653
PGM1	2657	66835
PGM2	3211	36278
PGRMC1	1879	8222
PGS1	3062	46466
PHB	4017	10850
PHB2	2940	5454
PHC1P1	3061	3061
PHC2	3993	107473
PHC3	12652	95018
PHF1	2263	6055
PHF10	4395	21665
PHF12	7679	46522
PHF13	3632	10300
PHF14	9869	196288
PHF19	4149	39246
PHF2	5392	103004
PHF20	5879	178397
PHF20L1	7822	73450
PHF23	1978	4694
PHF5A	1053	8976
PHF6	4759	55480
PHGDH	3180	95808
PHIP	11926	143836
PHKA1	6286	135506
PHKA2	5077	91817
PHKB	5464	240401
PHOSPHO2	1253	7255
PHPT1	1316	2304
PHYH	1829	24617
PHYKPL	2780	24332
PI4KA	6751	151727
PI4KAP1	2553	44323
PI4KAP2	3872	44534
PI4KB	3983	35919
PIAS3	2902	11315
PICALM	4134	112708
PICK1	2531	19391
PIEZO1	8089	69883
PIFO	3774	6414
PIGB	1937	36689
PIGBOS1	944	1978
PIGC	2630	73898
PIGH	1394	18332
PIGK	4601	130442
PIGL	2160	134607
PIGM	7038	7038
PIGN	7936	281864
PIGO	6655	7914
PIGP	3437	10325
PIGS	3088	18412
PIGT	6087	40851
PIGU	1639	138249
PIGV	4972	13606
PIGX	3038	96233
PIH1D1	1197	7200
PIK3C2A	8227	130254
PIK3CD-AS2	939	15130
PIKFYVE	9908	92492
PIM3	2102	3305
PINK1	3821	18054
PIP4P1	3453	3785
PIP4P2	2759	47071
PIP5K1A	3800	51588
PIR	1539	108766
PISD	2669	43942
PITHD1	1590	9815
PITPNA	3888	45075
PITPNB	2963	68466
PITPNM1	4217	14496
PITRM1	5703	35114
PJA2	4856	75262
PKD2	5089	70143
PKIA	3962	88928
PKM	3016	32794
PKMYT1	2308	12456
PKN1	3518	38815
PKN2	6070	152034
PKP1	5447	49542
PKP2	4361	106023
PKP3	2817	12295
PKP4	5777	225928
PLA1A	1775	31937
PLA2G12A	5219	20082
PLA2G4C	2496	62975
PLA2G7	1915	31493
PLAA	4724	43871
PLAAT3	2594	43689
PLBD2	4787	33064
PLCB3	4469	17621
PLCB4	5833	412480
PLCG1	7395	59842
PLCXD1	5318	27035
PLD3	2180	31984
PLD6	2578	5339
PLEKHA1	14010	67907
PLEKHB1	2275	16642
PLEKHB2	4349	248863
PLEKHF1	1699	10019
PLEKHF2	2901	22901
PLEKHH3	4339	9081
PLEKHJ1	2858	7621
PLEKHM2	4134	50450
PLGRKT	981	79955
PLIN2	1897	40916
PLK1	4135	12712
PLK4	3838	18332
PLOD1	2976	41334
PLOD2	3835	94214
PLOD3	2821	12444
PLPBP	2507	17174
PLPP1	1550	110116
PLPP3	3273	150541
PLPP5	2185	6114
PLPP6	2965	2965
PLPPR2	2727	10313
PLRG1	3317	15396
PLS3	3288	89688
PLSCR3	2310	5116
PLTP	2255	13535
PLXNA1	9309	54697
PM20D2	4703	19511
PMAIP1	1899	4310
PMEPA1	4954	63145
PMF1	1275	27050
PML	5565	53155
PMM1	2538	12972
PMM2	5397	73712
PMPCA	3341	13121
PMPCB	3910	32077
PMS2P1	2236	17086
PMS2P5	516	3720
PMS2P6	710	11718
PMS2P7	1336	15563
PMVK	1002	11980
PNCK	2143	19278
PNISR	5243	27703
PNKD	2991	76402
PNKP	2111	18470
PNN	3537	8038
PNP	2573	8136
PNPLA2	2726	6660
PNPLA4	3342	29493
PNPLA8	4569	99250
PNPO	3657	7803
PNPT1	4549	59803
PNRC1	2092	4410
PNRC2	2428	6624
POC1B	5840	106330
PODXL2	2175	43618
POFUT1	5226	30779
POFUT2	4825	23971
POGK	6254	16913
POLA2	3544	43670
POLB	1341	33355
POLD1	3524	33815
POLD2	2158	9679
POLD3	3788	175267
POLD4	1793	6201
POLDIP2	2670	10895
POLDIP3	3491	31242
POLE4	1097	11486
POLG	5318	29664
POLG2	3559	19270
POLK	5911	89389
POLL	2914	9389
POLM	3218	10469
POLQ	8757	114558
POLR1A	12480	85940
POLR1C	2444	52718
POLR1D	4592	123496
POLR1E	2229	17750
POLR1F	3893	13577
POLR1G	2822	4094
POLR2B	4108	53437
POLR2C	1764	9350
POLR2D	5038	14603
POLR2E	2854	8807
POLR2F	2070	89309
POLR2G	1556	5146
POLR2H	1802	6879
POLR2I	993	1505
POLR2J	932	5790
POLR2J3	4630	10451
POLR2J3	4630	10451
POLR2J4	6466	5609
POLR2K	1021	3381
POLR2L	876	5174
POLR2M	4114	76068
POLR3A	6610	60265
POLR3D	5494	9469
POLR3E	4800	37727
POLR3F	2257	17258
POLR3GL	1600	14159
POLR3H	4468	18808
POLR3K	1372	7202
POLRMT	3771	16317
POM121	7011	72076
POM121C	5867	69514
POMGNT1	3480	31624
POMGNT2	2547	26848
POMP	1428	19856
POMT1	5233	21018
POMZP3	1587	17294
POP4	2556	10955
POP7	850	1366
POR	2532	87656
POT1	3950	107598
PPA1	3524	31077
PPA2	1665	104991
PPAT	4043	42254
PPCS	2269	17269
PPDPF	827	1442
PPFIA1	6705	114623
PPFIA3	4583	31483
PPFIBP2	3563	143830
PPHLN1	5975	221269
PPIA	4776	27885
PPIAP11	493	493
PPIAP21	501	501
PPIAP22	498	498
PPIAP29	499	564
PPIAP31	495	495
PPIAP6	499	499
PPIB	4064	7395
PPID	1830	14270
PPIE	4651	71733
PPIF	2196	7866
PPIH	2467	18424
PPIL1	1516	19977
PPIL2	4929	34016
PPIL4	2475	41549
PPM1A	8231	53336
PPM1E	6560	229326
PPM1G	3752	28397
PPM1H	6454	291157
PPME1	4055	83437
PPOX	2471	11958
PPP1CA	2832	23003
PPP1CB	4916	51301
PPP1CC	2797	23260
PPP1R13L	3131	26712
PPP1R14B	989	2465
PPP1R14BP2	444	444
PPP1R14BP3	445	445
PPP1R15A	2350	3638
PPP1R15B	5259	8437
PPP1R16A	4311	24153
PPP1R2	3386	28959
PPP1R21	3208	74794
PPP1R35	965	1216
PPP1R3D	3643	3643
PPP1R3G	4147	4147
PPP1R7	1954	34077
PPP2CA	4582	31742
PPP2CB	1946	39858
PPP2R1A	5352	39471
PPP2R2D	6203	58827
PPP2R5B	2729	16923
PPP2R5C	4481	166192
PPP2R5D	3162	27790
PPP2R5E	6655	172014
PPP3CA	4743	324870
PPP3CB	3519	59592
PPP3CC	2194	100324
PPP3R1	3024	77381
PPP4C	1490	9399
PPP4R2	4957	72396
PPP4R3B	5506	71589
PPP5C	4675	45895
PPP6C	4349	43367
PPP6R1	3984	29239
PPP6R2	4094	101787
PPP6R3	5072	154604
PPRC1	5328	17340
PPT1	2481	24551
PPTC7	4994	50074
PQBP1	1951	12947
PRAC1	382	800
PRAC2	560	1574
PRADC1	1090	5230
PRAG1	4845	68704
PRC1	4087	29590
PRCC	2068	50206
PRCP	7072	147649
PRDM10	6322	103130
PRDM2	7957	124882
PRDM4	4182	28402
PRDX1	1296	31819
PRDX2	1717	4981
PRDX3	2277	11093
PRDX4	956	22136
PRDX5	860	3691
PRDX6	1690	11486
PREB	3057	3911
PRELID1	1226	3151
PRELID3B	2503	9665
PREP	7250	180845
PREPL	6273	45582
PREX1	6752	203748
PRICKLE1	5878	133599
PRICKLE3	2795	11727
PRIM1	1875	21079
PRIM2	2561	332046
PRKAA1	5088	38996
PRKAB1	4019	13761
PRKACA	3996	26397
PRKACB	4513	160437
PRKAG1	1683	16534
PRKAR1A	4327	39540
PRKCD	2833	36709
PRKCE	5749	536646
PRKCH	3720	363418
PRKCI	4887	83554
PRKCSH	2189	15685
PRKCZ	2385	134985
PRKDC	13459	187068
PRKRA	3890	20221
PRKRIP1	3430	62805
PRMT1	1686	13244
PRMT2	4031	29530
PRMT3	4159	121781
PRMT5	2418	8884
PRMT6	2715	10963
PRMT7	4238	47611
PRMT9	3461	46379
PRNP	2574	15241
PROCR	1349	44169
PROM2	4731	16860
PRPF19	2337	16039
PRPF3	2595	31755
PRPF38A	5233	16235
PRPF39	3532	32176
PRPF4	4020	18368
PRPF40A	8048	66405
PRPF40B	3602	76449
PRPF6	3047	51969
PRPF8	7445	34239
PRPS1	2070	23566
PRPSAP1	3435	75044
PRPSAP2	1958	91203
PRR12	7416	35258
PRR13	1375	4968
PRR13P5	442	442
PRR18	3093	3149
PRR19	1956	8717
PRR36	4467	5672
PRR4	994	3627
PRR5	2279	69135
PRR7	1461	9842
PRRC1	5504	37446
PRRC2B	11253	126562
PRRC2C	10624	107982
PRRG2	1583	10359
PRSS8	1837	4295
PRUNE2	12612	294739
PRXL2A	5801	29287
PSAP	2830	35028
PSEN1	6018	87274
PSIP1	3364	46930
PSKH1	3497	36423
PSMA1	1527	138762
PSMA2	5365	15358
PSMA3	1279	27170
PSMA3-AS1	2475	32770
PSMA4	4378	12013
PSMA5	3815	27407
PSMA6	4730	38861
PSMA6P1	741	741
PSMA7	1023	6708
PSMB1	1939	18188
PSMB10	977	2359
PSMB2	4426	41986
PSMB3	762	11485
PSMB4	2067	2378
PSMB5	1117	18688
PSMB6	871	2359
PSMB7	984	61980
PSMC1	4390	18903
PSMC1P1	1320	1320
PSMC1P9	1335	1335
PSMC2	4544	41777
PSMC4	1754	10600
PSMC5	2586	4875
PSMD1	4140	116272
PSMD10	1470	7343
PSMD11	3850	38941
PSMD12	4356	28690
PSMD13	2200	16019
PSMD14	4890	103293
PSMD2	2913	9853
PSMD3	2888	17153
PSMD4	1333	12771
PSMD5	3381	27456
PSMD6	4583	13461
PSMD7	1631	9475
PSMD8	1581	9275
PSMD9	3051	29566
PSME1	1136	2805
PSME2	2754	4209
PSME3	3366	19376
PSME3IP1	2823	33651
PSMF1	8154	76176
PSMG2	1070	67698
PSMG3	1428	3674
PSMG4	4603	71971
PSPC1	2435	108268
PSPH	2178	40554
PSPHP1	261	8492
PSRC1	1870	3631
PTBP1	4661	15253
PTBP3	7995	115949
PTCD1	5464	49425
PTCD3	6681	35935
PTDSS1	4990	75094
PTDSS2	3134	43132
PTEN	8515	108306
PTGES2	3473	7770
PTGES3	2939	25068
PTGR1	2298	50172
PTK2	4955	344317
PTMA	1635	6657
PTMS	1162	5437
PTOV1	1880	10010
PTP4A2	3910	38436
PTPA	2746	37997
PTPMT1	2462	8032
PTPN1	3979	74921
PTPN11	6073	91568
PTPN12	3384	102775
PTPN18	3616	19361
PTPN2	3470	144166
PTPN3	8765	122848
PTPN6	2412	14849
PTPN9	7839	116065
PTPRF	7720	98480
PTPRJ	7851	190284
PTPRK	6006	551832
PTRH1	2692	34526
PTRH2	4114	32991
PTRHD1	1120	3664
PTS	1069	43589
PTTG1	1070	6885
PTTG1IP	2600	24319
PUF60	1934	13009
PUM1	5385	134486
PUM2	6309	103544
PURA	11511	17843
PURB	9232	9232
PUS1	4041	16697
PUS10	6366	78038
PUS3	1829	9737
PUS7	3525	82611
PUSL1	1783	3081
PVR	5792	22365
PVT1	2450	392576
PWP1	2549	27364
PWP2	4564	23809
PWWP2A	3991	57650
PWWP2B	2615	20692
PWWP3A	4232	23721
PXK	3035	93248
PXMP2	970	17399
PXN	5457	55333
PXN-AS1	2525	11941
PXYLP1	4654	139028
PYCR1	2269	10029
PYCR2	3149	4464
PYGB	4116	49928
PYGO2	3180	6828
PYM1	1207	31206
QARS1	2449	9199
QDPR	1507	51946
QRICH1	3257	64657
QRSL1	4106	38840
QSOX2	4501	39480
QTRT1	2034	12008
QTRT2	4023	82590
R3HCC1	1573	26160
R3HCC1L	3393	110274
R3HDM4	1803	16743
RAB10	3561	103371
RAB11A	4895	165936
RAB11B	1590	14454
RAB11B-AS1	1013	16313
RAB11FIP4	8571	146537
RAB13	2123	4742
RAB14	4149	44882
RAB17	3211	27293
RAB18	7359	39034
RAB1A	2448	59636
RAB1B	1901	8903
RAB20	1507	38657
RAB21	15558	45424
RAB22A	8651	57793
RAB24	1820	2547
RAB27A	3459	116148
RAB28	1787	123012
RAB2A	3735	106709
RAB35	2855	22404
RAB39B	3413	6257
RAB3A	1496	7259
RAB3GAP2	7256	124161
RAB3IP	9646	84345
